runtime_addr,name,size,category,n_alive_tracks,cs1_dino_canyon,cs2_seaside,cs3_track4,cs4_track5
0x06034F54,FUN_0600CF54,632,TRACK_DEAD,0,0,0,0,0
0x060351CC,FUN_0600D1CC,302,TRACK_AGNOSTIC,4,104,104,104,104
0x060352FA,FUN_0600D2FA,310,TRACK_AGNOSTIC,4,20,20,20,20
0x06035430,FUN_0600D430,112,TRACK_DEAD,0,0,0,0,0
0x060354A0,FUN_0600D4A0,388,TRACK_AGNOSTIC,4,292,294,292,292
0x06035624,FUN_0600D624,212,TRACK_AGNOSTIC,4,166,166,160,170
0x060356F8,FUN_0600D6F8,80,TRACK_AGNOSTIC,4,32,32,32,32
0x06035748,FUN_0600D748,8,TRACK_AGNOSTIC,4,6,6,6,6
0x06035750,FUN_0600D750,436,TRACK_AGNOSTIC,4,212,308,312,292
0x06035904,FUN_0600D904,522,TRACK_AGNOSTIC,4,438,462,462,462
0x06035B0E,FUN_0600DB0E,34,TRACK_AGNOSTIC,4,32,32,22,32
0x06035B30,FUN_0600DB30,296,TRACK_AGNOSTIC,4,194,194,194,194
0x06035C58,FUN_0600DC58,64,TRACK_AGNOSTIC,4,46,46,46,46
0x06035C98,FUN_0600DC98,592,TRACK_AGNOSTIC,4,446,450,450,450
0x06035EE8,FUN_0600DEE8,96,TRACK_AGNOSTIC,4,82,82,78,82
0x06035F48,FUN_0600DF48,980,TRACK_AGNOSTIC,4,684,686,716,716
0x0603631C,FUN_0600E31C,1108,TRACK_AGNOSTIC,4,98,98,98,98
0x06036770,FUN_0600E770,32,TRACK_DEAD,0,0,0,0,0
0x06036790,FUN_0600E790,10,TRACK_AGNOSTIC,4,8,8,8,8
0x0603679A,FUN_0600E79A,110,TRACK_AGNOSTIC,4,86,86,86,86
0x06036808,FUN_0600E808,204,TRACK_PARTIAL,3,0,146,144,144
0x060368D4,FUN_0600E8D4,64,TRACK_AGNOSTIC,4,46,46,46,46
0x06036914,FUN_0600E914,52,TRACK_AGNOSTIC,4,50,50,50,50
0x06036948,FUN_0600E948,72,TRACK_AGNOSTIC,4,68,68,68,68
0x06036990,FUN_0600E990,224,TRACK_AGNOSTIC,4,206,206,206,206
0x06036A70,FUN_0600EA70,56,TRACK_AGNOSTIC,4,40,40,40,40
0x06036AA8,FUN_0600EAA8,14,TRACK_AGNOSTIC,4,12,12,12,12
0x06036AB6,FUN_0600EAB6,170,TRACK_AGNOSTIC,4,132,132,132,132
0x06036B60,FUN_0600EB60,14,TRACK_DEAD,0,0,0,0,0
0x06036B6E,FUN_0600EB6E,74,TRACK_DEAD,0,0,0,0,0
0x06036BB8,FUN_0600EBB8,14,TRACK_AGNOSTIC,4,12,12,12,12
0x06036BC6,FUN_0600EBC6,306,TRACK_AGNOSTIC,4,256,256,256,256
0x06036CF8,FUN_0600ECF8,90,TRACK_AGNOSTIC,4,56,56,56,56
0x06036D52,FUN_0600ED52,42,TRACK_AGNOSTIC,4,32,32,32,32
0x06036D7C,FUN_0600ED7C,42,TRACK_DEAD,0,0,0,0,0
0x06036DA6,FUN_0600EDA6,198,TRACK_DEAD,0,0,0,0,0
0x06036E6C,FUN_0600EE6C,36,TRACK_PARTIAL,3,28,28,0,28
0x06036E90,FUN_0600EE90,36,TRACK_DEAD,0,0,0,0,0
0x06036EB4,FUN_0600EEB4,540,TRACK_AGNOSTIC,4,228,236,228,228
0x060370D0,FUN_0600F0D0,150,TRACK_AGNOSTIC,4,82,82,82,82
0x06037166,FUN_0600F166,810,TRACK_AGNOSTIC,4,104,104,94,104
0x06037490,FUN_0600F490,456,TRACK_AGNOSTIC,4,214,214,2,214
0x06037658,FUN_0600F658,4,TRACK_AGNOSTIC,4,4,4,4,4
0x0603765C,FUN_0600F65C,1340,TRACK_AGNOSTIC,4,516,736,680,768
0x06037B98,FUN_0600FB98,96,TRACK_AGNOSTIC,4,82,82,82,82
0x06037BF8,FUN_0600FBF8,560,TRACK_AGNOSTIC,4,30,40,40,40
0x06037E28,FUN_0600FE28,1692,TRACK_AGNOSTIC,4,534,534,370,534
0x060384C4,FUN_060104C4,266,TRACK_AGNOSTIC,4,232,232,232,232
0x060385CE,FUN_060105CE,266,TRACK_AGNOSTIC,4,128,128,174,128
0x060386D8,FUN_060106D8,938,TRACK_AGNOSTIC,4,768,768,748,774
0x06038A82,FUN_06010A82,2,TRACK_DEAD,0,0,0,0,0
0x06038A84,FUN_06010A84,320,TRACK_AGNOSTIC,4,146,146,146,146
0x06038BC4,FUN_06010BC4,8,TRACK_DEAD,0,0,0,0,0
0x06038BCC,FUN_06010BCC,152,TRACK_DEAD,0,0,0,0,0
0x06038C64,FUN_06010C64,372,TRACK_AGNOSTIC,4,242,242,220,242
0x06038DD8,FUN_06010DD8,20,TRACK_AGNOSTIC,4,18,18,18,18
0x06038DEC,FUN_06010DEC,552,TRACK_AGNOSTIC,4,202,232,174,244
0x06039014,FUN_06011014,6,TRACK_AGNOSTIC,4,4,4,4,4
0x0603901A,FUN_0601101A,246,TRACK_AGNOSTIC,4,208,204,204,204
0x06039110,FUN_06011110,242,TRACK_AGNOSTIC,4,90,90,90,90
0x06039202,FUN_06011202,2,TRACK_DEAD,0,0,0,0,0
0x06039204,FUN_06011204,390,TRACK_DEAD,0,0,0,0,0
0x0603938A,FUN_0601138A,2,TRACK_DEAD,0,0,0,0,0
0x0603938C,FUN_0601138C,284,TRACK_AGNOSTIC,4,68,68,68,68
0x060394A8,FUN_060114A8,708,TRACK_DEAD,0,0,0,0,0
0x0603976C,FUN_0601176C,824,TRACK_AGNOSTIC,4,200,214,92,200
0x06039AA4,FUN_06011AA4,236,TRACK_AGNOSTIC,4,48,48,48,48
0x06039B90,FUN_06011B90,84,TRACK_AGNOSTIC,4,34,34,34,34
0x06039BE4,FUN_06011BE4,488,TRACK_AGNOSTIC,4,256,376,376,376
0x06039DCC,FUN_06011DCC,268,TRACK_AGNOSTIC,4,80,80,80,80
0x06039ED8,FUN_06011ED8,716,TRACK_AGNOSTIC,4,156,156,156,156
0x0603A1A4,FUN_060121A4,932,TRACK_DEAD,0,0,0,0,0
0x0603A548,FUN_06012548,8,TRACK_DEAD,0,0,0,0,0
0x0603A550,FUN_06012550,256,TRACK_AGNOSTIC,4,56,56,56,56
0x0603A650,FUN_06012650,80,TRACK_DEAD,0,0,0,0,0
0x0603A6A0,FUN_060126A0,28,TRACK_DEAD,0,0,0,0,0
0x0603A6BC,FUN_060126BC,212,TRACK_DEAD,0,0,0,0,0
0x0603A790,FUN_06012790,48,TRACK_DEAD,0,0,0,0,0
0x0603A7C0,FUN_060127C0,852,TRACK_DEAD,0,0,0,0,0
0x0603AB14,FUN_06012B14,82,TRACK_DEAD,0,0,0,0,0
0x0603AB66,FUN_06012B66,12,TRACK_DEAD,0,0,0,0,0
0x0603AB72,FUN_06012B72,922,TRACK_DEAD,0,0,0,0,0
0x0603AF0C,FUN_06012F0C,44,TRACK_DEAD,0,0,0,0,0
0x0603AF38,FUN_06012F38,796,TRACK_DEAD,0,0,0,0,0
0x0603B254,FUN_06013254,48,TRACK_DEAD,0,0,0,0,0
0x0603B284,FUN_06013284,532,TRACK_DEAD,0,0,0,0,0
0x0603B498,FUN_06013498,12,TRACK_DEAD,0,0,0,0,0
0x0603B4A4,FUN_060134A4,600,TRACK_DEAD,0,0,0,0,0
0x0603B6FC,FUN_060136FC,580,TRACK_DEAD,0,0,0,0,0
0x0603B940,FUN_06013940,58,TRACK_DEAD,0,0,0,0,0
0x0603B97A,FUN_0601397A,378,TRACK_DEAD,0,0,0,0,0
0x0603BAF4,FUN_06013AF4,216,TRACK_DEAD,0,0,0,0,0
0x0603BBCC,FUN_06013BCC,172,TRACK_DEAD,0,0,0,0,0
0x0603BC78,FUN_06013C78,660,TRACK_DEAD,0,0,0,0,0
0x0603BF0C,FUN_06013F0C,20,TRACK_DEAD,0,0,0,0,0
0x0603BF20,FUN_06013F20,58,TRACK_DEAD,0,0,0,0,0
0x0603BF5A,FUN_06013F5A,70,TRACK_DEAD,0,0,0,0,0
0x0603BFA0,FUN_06013FA0,8,TRACK_DEAD,0,0,0,0,0
0x0603BFA8,FUN_06013FA8,64,TRACK_DEAD,0,0,0,0,0
0x0603BFE8,FUN_06013FE8,22,TRACK_DEAD,0,0,0,0,0
0x0603BFFE,FUN_06013FFE,150,TRACK_DEAD,0,0,0,0,0
0x0603C094,FUN_06014094,284,TRACK_DEAD,0,0,0,0,0
0x0603C1B0,FUN_060141B0,196,TRACK_DEAD,0,0,0,0,0
0x0603C274,FUN_06014274,72,TRACK_DEAD,0,0,0,0,0
0x0603C2BC,FUN_060142BC,72,TRACK_DEAD,0,0,0,0,0
0x0603C304,FUN_06014304,52,TRACK_DEAD,0,0,0,0,0
0x0603C338,FUN_06014338,12,TRACK_DEAD,0,0,0,0,0
0x0603C344,FUN_06014344,296,TRACK_DEAD,0,0,0,0,0
0x0603C46C,FUN_0601446C,12,TRACK_DEAD,0,0,0,0,0
0x0603C478,FUN_06014478,340,TRACK_DEAD,0,0,0,0,0
0x0603C5CC,FUN_060145CC,212,TRACK_AGNOSTIC,4,108,108,68,108
0x0603C6A0,FUN_060146A0,246,TRACK_DEAD,0,0,0,0,0
0x0603C796,FUN_06014796,14,TRACK_DEAD,0,0,0,0,0
0x0603C7A4,FUN_060147A4,456,TRACK_DEAD,0,0,0,0,0
0x0603C96C,FUN_0601496C,4,TRACK_DEAD,0,0,0,0,0
0x0603C970,FUN_06014970,36,TRACK_DEAD,0,0,0,0,0
0x0603C994,FUN_06014994,724,TRACK_DEAD,0,0,0,0,0
0x0603CC68,FUN_06014C68,202,TRACK_DEAD,0,0,0,0,0
0x0603CD32,FUN_06014D32,166,TRACK_DEAD,0,0,0,0,0
0x0603CDD8,FUN_06014DD8,6,TRACK_DEAD,0,0,0,0,0
0x0603CDDE,FUN_06014DDE,170,TRACK_DEAD,0,0,0,0,0
0x0603CE88,FUN_06014E88,578,TRACK_DEAD,0,0,0,0,0
0x0603D0CA,FUN_060150CA,1028,TRACK_DEAD,0,0,0,0,0
0x0603D4CE,FUN_060154CE,2,TRACK_DEAD,0,0,0,0,0
0x0603D4D0,FUN_060154D0,4,TRACK_DEAD,0,0,0,0,0
0x0603D4D4,FUN_060154D4,132,TRACK_DEAD,0,0,0,0,0
0x0603D558,FUN_06015558,20,TRACK_DEAD,0,0,0,0,0
0x0603D56C,FUN_0601556C,376,TRACK_DEAD,0,0,0,0,0
0x0603D6E4,FUN_060156E4,32,TRACK_DEAD,0,0,0,0,0
0x0603D704,FUN_06015704,636,TRACK_DEAD,0,0,0,0,0
0x0603D980,FUN_06015980,24,TRACK_DEAD,0,0,0,0,0
0x0603D998,FUN_06015998,224,TRACK_DEAD,0,0,0,0,0
0x0603DA78,FUN_06015A78,116,TRACK_DEAD,0,0,0,0,0
0x0603DAEC,FUN_06015AEC,176,TRACK_DEAD,0,0,0,0,0
0x0603DB9C,FUN_06015B9C,256,TRACK_DEAD,0,0,0,0,0
0x0603DC9C,FUN_06015C9C,6,TRACK_DEAD,0,0,0,0,0
0x0603DCA2,FUN_06015CA2,118,TRACK_DEAD,0,0,0,0,0
0x0603DD18,FUN_06015D18,150,TRACK_DEAD,0,0,0,0,0
0x0603DDAE,FUN_06015DAE,186,TRACK_DEAD,0,0,0,0,0
0x0603DE68,FUN_06015E68,84,TRACK_DEAD,0,0,0,0,0
0x0603DEBC,FUN_06015EBC,108,TRACK_DEAD,0,0,0,0,0
0x0603DF28,FUN_06015F28,92,TRACK_DEAD,0,0,0,0,0
0x0603DF84,FUN_06015F84,310,TRACK_DEAD,0,0,0,0,0
0x0603E0BA,FUN_060160BA,146,TRACK_DEAD,0,0,0,0,0
0x0603E14C,FUN_0601614C,500,TRACK_DEAD,0,0,0,0,0
0x0603E340,FUN_06016340,16,TRACK_DEAD,0,0,0,0,0
0x0603E350,FUN_06016350,84,TRACK_DEAD,0,0,0,0,0
0x0603E3A4,FUN_060163A4,68,TRACK_DEAD,0,0,0,0,0
0x0603E3E8,FUN_060163E8,114,TRACK_DEAD,0,0,0,0,0
0x0603E45A,FUN_0601645A,24,TRACK_DEAD,0,0,0,0,0
0x0603E472,FUN_06016472,22,TRACK_DEAD,0,0,0,0,0
0x0603E488,FUN_06016488,28,TRACK_DEAD,0,0,0,0,0
0x0603E4A4,FUN_060164A4,360,TRACK_DEAD,0,0,0,0,0
0x0603E60C,FUN_0601660C,360,TRACK_DEAD,0,0,0,0,0
0x0603E774,FUN_06016774,20,TRACK_DEAD,0,0,0,0,0
0x0603E788,FUN_06016788,40,TRACK_DEAD,0,0,0,0,0
0x0603E7B0,FUN_060167B0,356,TRACK_DEAD,0,0,0,0,0
0x0603E914,FUN_06016914,20,TRACK_DEAD,0,0,0,0,0
0x0603E928,FUN_06016928,42,TRACK_DEAD,0,0,0,0,0
0x0603E952,FUN_06016952,82,TRACK_DEAD,0,0,0,0,0
0x0603E9A4,FUN_060169A4,20,TRACK_DEAD,0,0,0,0,0
0x0603E9B8,FUN_060169B8,42,TRACK_DEAD,0,0,0,0,0
0x0603E9E2,FUN_060169E2,138,TRACK_DEAD,0,0,0,0,0
0x0603EA6C,FUN_06016A6C,20,TRACK_DEAD,0,0,0,0,0
0x0603EA80,FUN_06016A80,42,TRACK_DEAD,0,0,0,0,0
0x0603EAAA,FUN_06016AAA,312,TRACK_DEAD,0,0,0,0,0
0x0603EBE2,FUN_06016BE2,20,TRACK_DEAD,0,0,0,0,0
0x0603EBF6,FUN_06016BF6,80,TRACK_DEAD,0,0,0,0,0
0x0603EC46,FUN_06016C46,14,TRACK_DEAD,0,0,0,0,0
0x0603EC54,FUN_06016C54,50,TRACK_DEAD,0,0,0,0,0
0x0603EC86,FUN_06016C86,14,TRACK_DEAD,0,0,0,0,0
0x0603EC94,FUN_06016C94,92,TRACK_DEAD,0,0,0,0,0
0x0603ECF0,FUN_06016CF0,16,TRACK_DEAD,0,0,0,0,0
0x0603ED00,FUN_06016D00,92,TRACK_DEAD,0,0,0,0,0
0x0603ED5C,FUN_06016D5C,20,TRACK_DEAD,0,0,0,0,0
0x0603ED70,FUN_06016D70,34,TRACK_DEAD,0,0,0,0,0
0x0603ED92,FUN_06016D92,20,TRACK_DEAD,0,0,0,0,0
0x0603EDA6,FUN_06016DA6,34,TRACK_DEAD,0,0,0,0,0
0x0603EDC8,FUN_06016DC8,14,TRACK_DEAD,0,0,0,0,0
0x0603EDD6,FUN_06016DD6,96,TRACK_DEAD,0,0,0,0,0
0x0603EE36,FUN_06016E36,2,TRACK_DEAD,0,0,0,0,0
0x0603EE38,FUN_06016E38,16,TRACK_DEAD,0,0,0,0,0
0x0603EE48,FUN_06016E48,28,TRACK_DEAD,0,0,0,0,0
0x0603EE64,FUN_06016E64,88,TRACK_DEAD,0,0,0,0,0
0x0603EEBC,FUN_06016EBC,202,TRACK_DEAD,0,0,0,0,0
0x0603EF86,FUN_06016F86,182,TRACK_DEAD,0,0,0,0,0
0x0603F03C,FUN_0601703C,24,TRACK_DEAD,0,0,0,0,0
0x0603F054,FUN_06017054,96,TRACK_DEAD,0,0,0,0,0
0x0603F0B4,FUN_060170B4,14,TRACK_DEAD,0,0,0,0,0
0x0603F0C2,FUN_060170C2,76,TRACK_DEAD,0,0,0,0,0
0x0603F10E,FUN_0601710E,8,TRACK_DEAD,0,0,0,0,0
0x0603F116,FUN_06017116,30,TRACK_DEAD,0,0,0,0,0
0x0603F134,FUN_06017134,18,TRACK_DEAD,0,0,0,0,0
0x0603F146,FUN_06017146,32,TRACK_DEAD,0,0,0,0,0
0x0603F166,FUN_06017166,842,TRACK_DEAD,0,0,0,0,0
0x0603F4B0,FUN_060174B0,16,TRACK_DEAD,0,0,0,0,0
0x0603F4C0,FUN_060174C0,68,TRACK_DEAD,0,0,0,0,0
0x0603F504,FUN_06017504,2,TRACK_DEAD,0,0,0,0,0
0x0603F506,FUN_06017506,2,TRACK_DEAD,0,0,0,0,0
0x0603F508,FUN_06017508,44,TRACK_DEAD,0,0,0,0,0
0x0603F534,FUN_06017534,10,TRACK_DEAD,0,0,0,0,0
0x0603F53E,FUN_0601753E,78,TRACK_DEAD,0,0,0,0,0
0x0603F58C,FUN_0601758C,114,TRACK_DEAD,0,0,0,0,0
0x0603F5FE,FUN_060175FE,30,TRACK_DEAD,0,0,0,0,0
0x0603F61C,FUN_0601761C,162,TRACK_DEAD,0,0,0,0,0
0x0603F6BE,FUN_060176BE,20,TRACK_DEAD,0,0,0,0,0
0x0603F6D2,FUN_060176D2,38,TRACK_DEAD,0,0,0,0,0
0x0603F6F8,FUN_060176F8,106,TRACK_DEAD,0,0,0,0,0
0x0603F762,FUN_06017762,14,TRACK_DEAD,0,0,0,0,0
0x0603F770,FUN_06017770,72,TRACK_DEAD,0,0,0,0,0
0x0603F7B8,FUN_060177B8,244,TRACK_DEAD,0,0,0,0,0
0x0603F8AC,FUN_060178AC,242,TRACK_DEAD,0,0,0,0,0
0x0603F99E,FUN_0601799E,20,TRACK_DEAD,0,0,0,0,0
0x0603F9B2,FUN_060179B2,54,TRACK_DEAD,0,0,0,0,0
0x0603F9E8,FUN_060179E8,20,TRACK_DEAD,0,0,0,0,0
0x0603F9FC,FUN_060179FC,34,TRACK_DEAD,0,0,0,0,0
0x0603FA1E,FUN_06017A1E,20,TRACK_DEAD,0,0,0,0,0
0x0603FA32,FUN_06017A32,34,TRACK_DEAD,0,0,0,0,0
0x0603FA54,FUN_06017A54,8,TRACK_DEAD,0,0,0,0,0
0x0603FA5C,FUN_06017A5C,76,TRACK_DEAD,0,0,0,0,0
0x0603FAA8,FUN_06017AA8,340,TRACK_DEAD,0,0,0,0,0
0x0603FBFC,FUN_06017BFC,2,TRACK_DEAD,0,0,0,0,0
0x0603FBFE,FUN_06017BFE,18,TRACK_DEAD,0,0,0,0,0
0x0603FC10,FUN_06017C10,162,TRACK_DEAD,0,0,0,0,0
0x0603FCB2,FUN_06017CB2,44,TRACK_DEAD,0,0,0,0,0
0x0603FCDE,FUN_06017CDE,22,TRACK_DEAD,0,0,0,0,0
0x0603FCF4,FUN_06017CF4,24,TRACK_DEAD,0,0,0,0,0
0x0603FD0C,FUN_06017D0C,20,TRACK_DEAD,0,0,0,0,0
0x0603FD20,FUN_06017D20,184,TRACK_DEAD,0,0,0,0,0
0x0603FDD8,FUN_06017DD8,188,TRACK_DEAD,0,0,0,0,0
0x0603FE94,FUN_06017E94,84,TRACK_DEAD,0,0,0,0,0
0x0603FEE8,FUN_06017EE8,170,TRACK_DEAD,0,0,0,0,0
0x0603FF92,FUN_06017F92,50,TRACK_DEAD,0,0,0,0,0
0x0603FFC4,FUN_06017FC4,12,TRACK_DEAD,0,0,0,0,0
0x0603FFD0,FUN_06017FD0,80,TRACK_DEAD,0,0,0,0,0
0x06040020,FUN_06018020,12,TRACK_DEAD,0,0,0,0,0
0x0604002C,FUN_0601802C,72,TRACK_DEAD,0,0,0,0,0
0x06040074,FUN_06018074,12,TRACK_DEAD,0,0,0,0,0
0x06040080,FUN_06018080,54,TRACK_DEAD,0,0,0,0,0
0x060400B6,FUN_060180B6,14,TRACK_DEAD,0,0,0,0,0
0x060400C4,FUN_060180C4,52,TRACK_DEAD,0,0,0,0,0
0x060400F8,FUN_060180F8,356,TRACK_DEAD,0,0,0,0,0
0x0604025C,FUN_0601825C,36,TRACK_DEAD,0,0,0,0,0
0x06040280,FUN_06018280,36,TRACK_DEAD,0,0,0,0,0
0x060402A4,FUN_060182A4,372,TRACK_DEAD,0,0,0,0,0
0x06040418,FUN_06018418,104,TRACK_DEAD,0,0,0,0,0
0x06040480,FUN_06018480,446,TRACK_AGNOSTIC,4,6,6,6,8
0x0604063E,FUN_0601863E,16,TRACK_AGNOSTIC,4,14,14,14,14
0x0604064E,FUN_0601864E,390,TRACK_AGNOSTIC,4,274,274,274,274
0x060407D4,FUN_060187D4,140,TRACK_AGNOSTIC,4,82,82,82,82
0x06040860,FUN_06018860,516,TRACK_AGNOSTIC,4,160,158,124,156
0x06040A64,FUN_06018A64,26,TRACK_DEAD,0,0,0,0,0
0x06040A7E,FUN_06018A7E,270,TRACK_PARTIAL,3,4,4,0,4
0x06040B8C,FUN_06018B8C,16,TRACK_DEAD,0,0,0,0,0
0x06040B9C,FUN_06018B9C,340,TRACK_DEAD,0,0,0,0,0
0x06040CF0,FUN_06018CF0,220,TRACK_DEAD,0,0,0,0,0
0x06040DCC,FUN_06018DCC,32,TRACK_DEAD,0,0,0,0,0
0x06040DEC,FUN_06018DEC,48,TRACK_DEAD,0,0,0,0,0
0x06040E1C,FUN_06018E1C,48,TRACK_DEAD,0,0,0,0,0
0x06040E4C,FUN_06018E4C,68,TRACK_AGNOSTIC,4,12,12,12,12
0x06040E90,FUN_06018E90,16,TRACK_DEAD,0,0,0,0,0
0x06040EA0,FUN_06018EA0,324,TRACK_DEAD,0,0,0,0,0
